,song_id_from_src,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q
692,892,PMEmo2019,I Feel It Coming,The Weeknd,,0.6625,0.194052183703,0.65,0.165831239518,happy,positive
693,894,PMEmo2019,All I Know,The Weeknd,,0.375,0.125,0.375,0.125,sad,negative
694,895,PMEmo2019,Sidewalks,The Weeknd,,0.6375,0.0673145600892,0.5125,0.205015243336,happy,positive
695,896,PMEmo2019,A Lonely Night,The Weeknd,,0.761363636364,0.124482399433,0.636363636364,0.209535101302,happy,positive
696,897,PMEmo2019,Acquainted,The Weeknd,,0.3875,0.141972708645,0.5625,0.21830311495700006,relaxed,positive
697,900,PMEmo2019,Die For You,The Weeknd,,0.65,0.165831239518,0.5375,0.209538182678,happy,positive
698,903,PMEmo2019,Love To Lay,The Weeknd,,0.7625,0.117924764151,0.6,0.134629120178,happy,positive
699,904,PMEmo2019,Nothing Without You,The Weeknd,,0.7,0.169558249578,0.5625,0.203485257451,happy,positive
700,905,PMEmo2019,Ordinary Life,The Weeknd,,0.475,0.22912878474800005,0.575,0.217944947177,relaxed,positive
701,906,PMEmo2019,Party Monster,The Weeknd,,0.325,0.1,0.4375,0.115244305716,sad,negative
702,907,PMEmo2019,Reminder,The Weeknd,,0.5,0.185404962177,0.5625,0.1875,happy,positive
703,908,PMEmo2019,Rockin',The Weeknd,,0.75,0.0559016994375,0.6625,0.194052183703,happy,positive
704,909,PMEmo2019,Secrets,The Weeknd,,0.825,0.114564392374,0.6625,0.185825859341,happy,positive
705,911,PMEmo2019,Six Feet Under,The Weeknd,,0.525,0.183711730709,0.3875,0.171846588561,angry,negative
706,913,PMEmo2019,Stargirl Interlude,The Weeknd,,0.35,0.207665596573,0.275,0.222204860433,sad,negative
707,915,PMEmo2019,Seven Nation Army,The White Stripes,,0.6875,0.170018381359,0.575,0.217944947177,happy,positive
708,916,PMEmo2019,On Hold,The xx,,0.2125,0.17721808598400002,0.3375,0.1375,sad,negative
709,917,PMEmo2019,"Thomas Rhett,Maren Morris - Craving You",Thomas Rhett,,0.7375,0.0673145600892,0.6625,0.17721808598400002,happy,positive
710,918,PMEmo2019,Die A Happy Man,Thomas Rhett,,0.4,0.134629120178,0.6375,0.117924764151,relaxed,positive
711,919,PMEmo2019,Star Of The Show,Thomas Rhett,,0.6,0.075,0.7375,0.103832798286,happy,positive
712,921,PMEmo2019,Vacation,Thomas Rhett,,0.475,0.122474487139,0.5625,0.178972763291,relaxed,positive
713,922,PMEmo2019,Sunshine (Radio Edit),Various Artists,,0.7625,0.117924764151,0.7375,0.141972708645,happy,positive
714,924,PMEmo2019,Speak to a Girl,Tim Mcgraw,,0.6125,0.117924764151,0.65,0.242383992871,happy,positive
715,925,PMEmo2019,How I'll Always Be,Tim Mcgraw,,0.5875,0.168170300588,0.6125,0.103832798286,happy,positive
716,926,PMEmo2019,Humble and Kind,Tim Mcgraw,,0.25,0.0968245836552,0.4875,0.1625,sad,negative
717,927,PMEmo2019,Tinashé - Superlove,Tinashe,,0.5625,0.100778221854,0.65,0.075,happy,positive
718,928,PMEmo2019,Text from Your Ex,Tinie Tempah,,0.8375,0.1125,0.825,0.160078105936,happy,positive
719,929,PMEmo2019,You Want Me,Tom Zanetti,,0.6,0.183711730709,0.3375,0.209538182678,angry,negative
720,931,PMEmo2019,LUV,Tory Lanez,,0.4375,0.115244305716,0.5,0.111803398875,relaxed,positive
721,932,PMEmo2019,Cool Girl,Tove Lo,,0.7,0.1,0.6625,0.168170300588,happy,positive
722,933,PMEmo2019,Play That Song,Train,,0.8125,0.115244305716,0.7375,0.0875,happy,positive
723,934,PMEmo2019,Beibs in the Trap,Travis Scott,,0.4875,0.252796855202,0.3875,0.270705097846,sad,negative
724,935,PMEmo2019,Goosebumps,Travis Scott,,0.511363636364,0.172338078274,0.386363636364,0.124482399433,angry,negative
725,936,PMEmo2019,Nobody Else But You,Trey Songz,,0.4125,0.1125,0.45,0.139194109071,sad,negative
726,937,PMEmo2019,WILD,Troye Sivan,,0.6,0.215058131676,0.5875,0.209538182678,happy,positive
727,938,PMEmo2019,YOUTH,Troye Sivan,,0.725,0.122474487139,0.75,0.136930639376,happy,positive
728,939,PMEmo2019,Rock On,Tucker Beathard,,0.725,0.145773797371,0.6625,0.168170300588,happy,positive
729,940,PMEmo2019,Heathens,Twenty One Pilots,,0.625,0.201556443707,0.5,0.14790199457699998,happy,positive
730,941,PMEmo2019,Cancer,Twenty One Pilots,,0.125,0.136930639376,0.3,0.187082869339,sad,negative
731,943,PMEmo2019,Ride,Twenty One Pilots,,0.625,0.167705098312,0.4875,0.117924764151,angry,negative
732,945,PMEmo2019,02 - Stressed Out,Twenty One Pilots,,0.675,0.160078105936,0.575,0.203100960116,happy,positive
733,946,PMEmo2019,Feel Me,Tyga,,0.425,0.251246890528,0.4,0.248746859277,sad,negative
734,948,PMEmo2019,No Limit [dirty],Usher,,0.4875,0.2125,0.4,0.175,sad,negative
735,950,PMEmo2019,Yeah,Usher,,0.7,0.12747548784,0.6875,0.128086884574,happy,positive
736,951,PMEmo2019,Hands,Various Artists,,0.625,0.125,0.75,0.0968245836552,happy,positive
737,952,PMEmo2019,Running Back (feat. Lil Wayne),Lil Wayne,,0.525,0.215058131676,0.4875,0.1625,angry,negative
738,953,PMEmo2019,My PYT,Wale,,0.3375,0.1375,0.55,0.114564392374,relaxed,positive
739,957,PMEmo2019,Pull Up (feat. Lil Uzi Vert),Wiz Khalifa,,0.525,0.175,0.3375,0.17721808598400002,angry,negative
740,958,PMEmo2019,I Wish It Could Be Christmas Everyday,Wizzard,,0.825,0.1,0.8625,0.0875,happy,positive
741,959,PMEmo2019,X Ambassadors - Unsteady (Erich Lee Gravity Remix),Various Artists,,0.8,0.0829156197589,0.45,0.238484800354,angry,negative
742,962,PMEmo2019,Look At Me!,XXXTENTACION,,0.6375,0.2875,0.2,0.203100960116,angry,negative
743,964,PMEmo2019,Everyday We Lit,YFN Lucci,,0.5375,0.194052183703,0.6,0.122474487139,happy,positive
744,965,PMEmo2019,Why You Always Hatin?,YG,,0.5,0.295803989155,0.5375,0.27978786606999995,happy,positive
745,966,PMEmo2019,Law,Yo Gotti,,0.575,0.15,0.45,0.178535710714,angry,negative
746,967,PMEmo2019,Law,Yo Gotti,,0.675,0.114564392374,0.5125,0.240117158904,happy,positive
747,968,PMEmo2019,Moolah,Young Greatness,,0.4875,0.197246672976,0.4,0.165831239518,sad,negative
748,969,PMEmo2019,YOUNG MA - OOOUUU (intro),Young M.a.,,0.5125,0.2875,0.175,0.169558249578,angry,negative
749,970,PMEmo2019,Pick Up the Phone,Travis Scott,,0.7,0.139194109071,0.4875,0.141972708645,angry,negative
750,971,PMEmo2019,Gang Up,Young Thug,,0.5875,0.0800390529679,0.55,0.210653744329,happy,positive
751,973,PMEmo2019,PILLOWTALK REMIX,ZAYN,,0.575,0.251246890528,0.6,0.145773797371,happy,positive
752,974,PMEmo2019,Still Got Time,ZAYN,,0.625,0.111803398875,0.5875,0.1375,happy,positive
753,978,PMEmo2019,Castaway,Zac Brown Band,,0.6875,0.203485257451,0.725,0.183711730709,happy,positive
754,979,PMEmo2019,My Old Man,Zac Brown Band,,0.3625,0.130503831361,0.5125,0.171846588561,relaxed,positive
755,980,PMEmo2019,Roots,Zac Brown Band,,0.6375,0.117924764151,0.725,0.134629120178,happy,positive
756,981,PMEmo2019,Never Forget You,MNEK,,0.8,0.114564392374,0.6,0.242383992871,happy,positive
757,983,PMEmo2019,Ain't My Fault,Zara Larsson,,0.775,0.108972473589,0.5,0.158113883008,happy,positive
758,984,PMEmo2019,I Would Like,Zara Larsson,,0.825,0.1,0.7375,0.0875,happy,positive
759,985,PMEmo2019,Lush Life,Zara Larsson,,0.75,0.14790199457699998,0.7,0.160078105936,happy,positive
760,989,PMEmo2019,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,,0.575,0.269258240357,0.3125,0.232177195263,angry,negative
761,992,PMEmo2019,JuJu On Dat Beat,Zayion McCall,,0.4625,0.2375,0.3625,0.197246672976,sad,negative
762,993,PMEmo2019,Stay,Zedd,,0.8625,0.103832798286,0.7625,0.152581945197,happy,positive
763,996,PMEmo2019,Trouble,offaiah,,0.875,0.111803398875,0.5625,0.245267710879,happy,positive
764,997,PMEmo2019,A Supplementary Story : You Never Walk Alone,방탄소년단,,0.7125,0.17721808598400002,0.6625,0.1125,happy,positive
765,999,PMEmo2019,Outro : Wings,방탄소년단,,0.875,0.0968245836552,0.775,0.122474487139,happy,positive
766,1000,PMEmo2019,Spring Day,방탄소년단,,0.6625,0.1375,0.575,0.210653744329,happy,positive
767,2,emoMusic,Tonight  A Lonely Century,The New Mystikal Troubadours,Blues,0.2625,0.12430374999999999,0.25,0.08333375,sad,negative
768,3,emoMusic,DD Groove,Kevin MacLeod,Blues,0.3125,0.2301125,0.2875,0.2128625,sad,negative
769,4,emoMusic,Slow Burn,Kevin MacLeod,Blues,0.5875,0.1868,0.5625,0.2144875,happy,positive
770,5,emoMusic,Nothing Much,My Bubba & Mi,Blues,0.42500000000000004,0.2648375,0.5375,0.2433125,relaxed,positive
771,7,emoMusic,Hustle,Kevin MacLeod,Blues,0.6,0.19365,0.675,0.22205,happy,positive
772,8,emoMusic,Dirt Rhodes,Kevin MacLeod,Blues,0.275,0.1844625,0.475,0.2024125,sad,negative
773,10,emoMusic,Stormy Blues,Arne Bang Huseby,Blues,0.375,0.220475,0.4625,0.2433125,sad,negative
774,12,emoMusic,Rebel Blues,Sul Rebel,Blues,0.5625,0.251725,0.6,0.2486125,happy,positive
775,13,emoMusic,Oh Kiss No,My Bubba & Mi,Blues,0.275,0.1844625,0.375,0.220475,sad,negative
776,17,emoMusic,Fjcb Reddit Gtr Fills Mix,Phoephus,Blues,0.42500000000000004,0.237175,0.625,0.270025,relaxed,positive
777,18,emoMusic,Beat The Devil's Tattoo (Live @ KEXP),Black Rebel Motorcycle Club,Blues,0.475,0.2266875,0.3625,0.1811375,sad,negative
778,19,emoMusic,Vultures,WHO'S PANDA,Blues,0.6125,0.2161,0.4125,0.25035,angry,negative
779,20,emoMusic,Blues Shuffle in A One Take Improv Exercise,Stevie's Amp Shack,Blues,0.55,0.3291375,0.6875,0.27795,happy,positive
780,21,emoMusic,My War Blues,Cian Nugent,Blues,0.7,0.12076125,0.6625,0.1868,happy,positive
781,22,emoMusic,The Holy Feele,The New Mystikal Troubadours,Blues,0.375,0.176775,0.475,0.19365,sad,negative
782,24,emoMusic,Workin Boy Blues,Bombay Laughing Club,Blues,0.5375,0.2128625,0.3625,0.2316125,angry,negative
783,25,emoMusic,RL Got Soul,The Jon Spencer Blues Explosion,Blues,0.8625,0.09223250000000001,0.4625,0.3335875,angry,negative
784,31,emoMusic,All is Right,Short Hand,Blues,0.4625,0.20455,0.35,0.2024125,sad,negative
785,32,emoMusic,Princely & Comely,The Agrarians,Blues,0.4,0.234225,0.2875,0.195875,sad,negative
786,35,emoMusic,Apoli,Olima Anditi,Blues,0.475,0.2813625,0.6875,0.27795,relaxed,positive
787,37,emoMusic,Afro,The Jon Spencer Blues Explosion,Blues,0.7,0.2776375,0.5375,0.26385,happy,positive
788,39,emoMusic,Ramblin' Rose,Barrence Whitfield and The Savages,Blues,0.7875,0.2433125,0.55,0.3129125,happy,positive
789,40,emoMusic,You And Me Baby (Holding On) (Live @ KEXP),Chuck Prophet,Blues,0.44999999999999996,0.1687375,0.475,0.2024125,sad,negative
790,41,emoMusic,Like Nothing Else,The New Mystikal Troubadours,Blues,0.4125,0.2128625,0.5125,0.1712875,relaxed,positive
791,42,emoMusic,A Cinematic Influence,The New Mystikal Troubadours,Blues,0.6375,0.2079125,0.5125,0.2531,happy,positive
792,43,emoMusic,PuritansToo ,The Agrarians,Blues,0.7125,0.306475,0.3125,0.1976375,angry,negative
793,44,emoMusic,Walkabout,Digital Primitives,Blues,0.3625,0.1375625,0.48750000000000004,0.2079125,sad,negative
794,45,emoMusic,Untitled 05,Mountain Cult,Blues,0.5125,0.319775,0.1375,0.1811375,angry,negative
795,46,emoMusic,Shes Too Fat,Little Howlin' Wolf,Blues,0.5375,0.2571875,0.375,0.2282125,angry,negative
796,47,emoMusic,Boulevard St Germain,Jahzzar,Blues,0.42500000000000004,0.2297375,0.42500000000000004,0.2058125,sad,negative
797,48,emoMusic,Our Sacred Cues,The New Mystikal Troubadours,Blues,0.4375,0.2447375,0.475,0.234225,sad,negative
798,49,emoMusic,Our Nights on the Turnpike,The Agrarians,Blues,0.3625,0.1712875,0.5375,0.1564625,relaxed,positive
799,50,emoMusic,Railroad's Whiskey Co,Jahzzar,Blues,0.325,0.134375,0.475,0.1419125,sad,negative
800,51,emoMusic,Fathers Tell Yr Sons ,The Agrarians,Blues,0.325,0.146725,0.275,0.1291,sad,negative
801,52,emoMusic,Recognize An Hour Divine,The Agrarians,Blues,0.44999999999999996,0.146725,0.5125,0.239,relaxed,positive
802,53,emoMusic,Owed to Old Poets  Our Role in the Play,The New Mystikal Troubadours,Blues,0.4125,0.3120875,0.5125,0.22399999999999998,relaxed,positive
803,54,emoMusic,Broken,Fit and the Conniptions,Blues,0.2625,0.2079125,0.2875,0.2128625,sad,negative
804,55,emoMusic,Baby Please Don't Go ,Big Bill Broonzy,Blues,0.6,0.1748,0.55,0.146725,happy,positive
805,56,emoMusic,Fafa,Vieux Farka Touré,Blues,0.675,0.1881875,0.6,0.1844625,happy,positive
806,58,emoMusic,Nothing's Any Fun Any More,Fit and the Conniptions,Blues,0.2875,0.20455,0.3,0.2058125,sad,negative
807,59,emoMusic,The Truth Is What We Make of It,The Agrarians,Blues,0.5375,0.2286,0.38749999999999996,0.2531,angry,negative
808,60,emoMusic,Heat Index,Michael Chapman & The Woodpiles,Blues,0.4125,0.195875,0.675,0.06455,relaxed,positive
809,62,emoMusic,Baby's Got Morphine Eyes,Zombie Prom Queen,Blues,0.65,0.1148675,0.3625,0.1608375,angry,negative
810,64,emoMusic,Jungle Love Revisited,The New Mystikal Troubadours,Blues,0.325,0.1687375,0.48750000000000004,0.2079125,sad,negative
811,65,emoMusic,Bellbottoms,The Jon Spencer Blues Explosion,Blues,0.675,0.1881875,0.6,0.241525,happy,positive
812,67,emoMusic,Gadzooks,The Jon Spencer Blues Explosion,Blues,0.775,0.09860125,0.725,0.1844625,happy,positive
813,68,emoMusic,Sixes & Sevens (Excerpt),Cian Nugent,Blues,0.35,0.1748,0.48750000000000004,0.2161,sad,negative
814,69,emoMusic,Keep Your Lamp Trimmed And Burning [traditional],Billy Childish,Blues,0.275,0.1148675,0.3625,0.10945,sad,negative
815,70,emoMusic,Deportee,Michael Chapman & The Woodpiles,Blues,0.42500000000000004,0.22205,0.325,0.1881875,sad,negative
816,71,emoMusic,The Daily Dose Age,The Agrarians,Blues,0.6125,0.1993875,0.3375,0.10290875000000001,angry,negative
817,72,emoMusic,Bona Fide,Crete Boom,Blues,0.7125,0.2286,0.575,0.2648375,happy,positive
818,73,emoMusic,Lalalala,Solo Dja Kabako,Blues,0.6,0.2266875,0.575,0.2297375,happy,positive
819,74,emoMusic,Interview,Mount Carmel,Blues,0.25,0.220475,0.4125,0.1868,sad,negative
820,76,emoMusic,Untitled 07,Mountain Cult,Blues,0.4125,0.1868,0.275,0.241525,sad,negative
821,77,emoMusic,Yr Blues Tripping,The Rope River Blues Band,Blues,0.4,0.2687375,0.2375,0.14965,sad,negative
822,78,emoMusic,How to go to sleep,Mr. & Mrs. Smith,Blues,0.3,0.2058125,0.3625,0.2531,sad,negative
823,79,emoMusic,No Holiday,Digital Primitives,Blues,0.5625,0.27795,0.5625,0.1792125,happy,positive
824,80,emoMusic,Roulette,Lorenzo's Music,Blues,0.625,0.176775,0.5125,0.1811375,happy,positive
825,81,emoMusic,The Newest Fashions,The Agrarians,Blues,0.6375,0.2531,0.3625,0.22399999999999998,angry,negative
826,82,emoMusic,Goin On,Mr. & Mrs. Smith,Blues,0.2375,0.1904875,0.3125,0.2144875,sad,negative
827,83,emoMusic,If You Love Me Like You Say,Paul  Wine  Jones,Blues,0.6375,0.1375625,0.6,0.2266875,happy,positive
828,84,emoMusic,Swallow Me Up,Mount Carmel,Blues,0.6125,0.266475,0.575,0.2297375,happy,positive
829,85,emoMusic,Out Of Our Heads,Lantern,Blues,0.7625,0.14965,0.65,0.2108125,happy,positive
830,86,emoMusic,Eat at Joe's,Eat at Joe's,Blues,0.55,0.2140875,0.575,0.1581125,happy,positive
831,87,emoMusic,Untitled 04,Mountain Cult,Blues,0.5375,0.3230125,0.2,0.12076125,angry,negative
832,88,emoMusic,We All Fall Down,Lorenzo's Music,Blues,0.7125,0.2286,0.5625,0.16925,happy,positive
833,89,emoMusic,Common Experiences Man ,The New Mystikal Troubadours,Blues,0.4375,0.3019,0.475,0.2687375,sad,negative
834,90,emoMusic,Wood For The Trees,Fit and the Conniptions,Blues,0.4125,0.2286,0.4,0.2266875,sad,negative
835,91,emoMusic,One,Sim Cain,Blues,0.4375,0.18865,0.5625,0.1586625,relaxed,positive
836,92,emoMusic,Further,The Rope River Blues Band,Blues,0.6,0.287475,0.4625,0.236075,angry,negative
837,93,emoMusic,Waitin' (Live @ KEXP),Betsy Olson,Blues,0.775,0.09860125,0.625,0.2282125,happy,positive
838,95,emoMusic,Old Strange,Steve Gunn,Blues,0.2875,0.2433125,0.44999999999999996,0.289875,sad,negative
839,96,emoMusic,Aces and Twos (Live @ KEXP),The Devil Makes Three,Blues,0.725,0.1748,0.7375,0.1712875,happy,positive
840,98,emoMusic,The Index of Memory,The Agrarians,Blues,0.4125,0.2286,0.21250000000000002,0.1868,sad,negative
841,99,emoMusic,Chamber Blues' Tidal Band Presents,The New Mystikal Troubadours,Blues,0.4125,0.2433125,0.38749999999999996,0.259875,sad,negative
842,101,emoMusic,Least the Ocean is Wet,Mr. & Mrs. Smith,Blues,0.3,0.2140875,0.22499999999999998,0.1148675,sad,negative
843,102,emoMusic,Electricity,Marisa Anderson,Blues,0.6875,0.12147875,0.55,0.2058125,happy,positive
844,103,emoMusic,Untitled 01,Mountain Cult,Blues,0.575,0.2513875,0.2875,0.236075,angry,negative
845,104,emoMusic,Ben Jonson's Blues,The Rope River Blues Band,Blues,0.6375,0.239,0.2875,0.236075,angry,negative
846,105,emoMusic,Girl Might Do,mojo monkeys,Blues,0.6875,0.18865,0.5,0.1863375,happy,positive
847,106,emoMusic,Wander In A Dream,Fit and the Conniptions,Blues,0.44999999999999996,0.1972,0.2875,0.1564625,sad,negative
848,107,emoMusic,We Three Kings,Tarred Brigade,Blues,0.625,0.263525,0.475,0.2813625,angry,negative
849,108,emoMusic,Giving Away The Bride (Live @ KEXP),Califone,Blues,0.4375,0.2144875,0.4,0.2555,sad,negative
850,109,emoMusic,You're the Wave  Wander!,The Agrarians,Blues,0.42500000000000004,0.2958,0.4375,0.1976375,sad,negative
851,110,emoMusic,(Come On and Feele) The Faith in Me,The Agrarians,Blues,0.42500000000000004,0.237175,0.22499999999999998,0.1148675,sad,negative
852,111,emoMusic,Drop Down Low,Jawbone,Blues,0.5375,0.1671875,0.5375,0.1868,happy,positive
853,112,emoMusic,Big Mamou,Barrence Whitfield and The Savages,Blues,0.725,0.1291,0.675,0.2058125,happy,positive
854,113,emoMusic,(Shuffling Towards) Art's Holy Shrine,The New Mystikal Troubadours,Blues,0.55,0.1687375,0.35,0.1148675,angry,negative
855,114,emoMusic,Inne (Live @ KEXP),Vieux Farka Touré,Blues,0.475,0.09860125,0.5875,0.118585,relaxed,positive
856,115,emoMusic,Bip Bop Bip,Barrence Whitfield and The Savages,Blues,0.925,0.08740125,0.85,0.1536625,happy,positive
857,116,emoMusic,Mistress Song,Fit and the Conniptions,Blues,0.42500000000000004,0.2058125,0.3625,0.1608375,sad,negative
858,117,emoMusic,Queen of Loneliness,Delta Dreambox,Blues,0.3625,0.1904875,0.5,0.2282125,relaxed,positive
859,118,emoMusic,America,Cooper-Moore & Assif Tsahar,Blues,0.48750000000000004,0.2531,0.44999999999999996,0.2443875,sad,negative
860,119,emoMusic,Ethio Song,Amen Dunes,Blues,0.4125,0.30075,0.275,0.164575,sad,negative
861,120,emoMusic,Mr Franklin,Steve Gunn,Blues,0.35,0.2108125,0.5,0.2124625,relaxed,positive
862,121,emoMusic,The not so flashy Exit,Mr. & Mrs. Smith,Blues,0.2625,0.10945,0.3625,0.1993875,sad,negative
863,122,emoMusic,The Attack of Ev'ry Time,The Agrarians,Blues,0.5625,0.251725,0.44999999999999996,0.2443875,angry,negative
864,123,emoMusic,Awei Womei (Live @ KEXP),Vieux Farka Touré,Blues,0.6375,0.2079125,0.65,0.19365,happy,positive
865,124,emoMusic,The Banks of Eternity,The Agrarians,Blues,0.3375,0.1671875,0.22499999999999998,0.09860125,sad,negative
866,125,emoMusic,Songtress' Sweet Song,The Agrarians,Blues,0.4375,0.2447375,0.4,0.1748,sad,negative
867,126,emoMusic,Le petit jardin (with Les Gauchers Orchestra),Lee Maddeford,Classical,0.5125,0.2161,0.6375,0.1811375,happy,positive
868,127,emoMusic,Sunset,Evgeny Grinko,Classical,0.25,0.2429625,0.5375,0.220875,relaxed,positive
869,128,emoMusic,Veloma,Fabrizio Paterlini,Classical,0.325,0.1881875,0.375,0.204125,sad,negative
870,129,emoMusic,Sneeuwland,Oskar Schuster,Classical,0.4,0.2266875,0.625,0.220475,relaxed,positive
871,130,emoMusic,Strides,Jared C. Balogh,Classical,0.2875,0.1868,0.4,0.1748,sad,negative
872,131,emoMusic,Wonderland (Instrumental),Dexter Britain,Classical,0.6375,0.1375625,0.48750000000000004,0.2161,angry,negative
873,133,emoMusic,Aleph,Ophir Ilzetzki,Classical,0.22499999999999998,0.2622,0.15000000000000002,0.1536625,sad,negative
874,134,emoMusic,Summers Coming,Dexter Britain,Classical,0.55,0.2297375,0.625,0.1559,happy,positive
875,135,emoMusic,O Solitude (H,Jody Pou,Classical,0.3375,0.294925,0.3125,0.18865,sad,negative
876,136,emoMusic,Fourth,Mystic Morrison Visions,Classical,0.725,0.1748,0.65,0.1419125,happy,positive
877,137,emoMusic, I,Aaron Dunn-Sonatina No. 1 in C Major ,Classical,0.4125,0.220875,0.6,0.1748,relaxed,positive
878,138,emoMusic,Encounters With Abusive Men,Silver Process,Classical,0.35,0.3476125,0.175,0.12076125,sad,negative
879,140,emoMusic,Shaking Off The Rust,Jared C. Balogh,Classical,0.4,0.19365,0.4375,0.2651625,sad,negative
880,142,emoMusic, Carosello,Circus Marcus-Aux puces nº2 ,Classical,0.44999999999999996,0.237175,0.475,0.2266875,sad,negative
881,143,emoMusic,Aux puces nº5,Circus Marcus,Classical,0.375,0.2282125,0.48750000000000004,0.1904875,sad,negative
882,144,emoMusic,The Passing of Time,krackatoa,Classical,0.3,0.146725,0.4625,0.118585,sad,negative
883,145,emoMusic,The Forest and the Trees,Kevin MacLeod,Classical,0.2625,0.2531,0.55,0.2513875,relaxed,positive
884,146,emoMusic,Nine,Marcel Pequel,Classical,0.175,0.237175,0.3125,0.251725,sad,negative
885,148,emoMusic,Bending Light Infinity version,krackatoa,Classical,0.4625,0.1564625,0.5,0.270025,relaxed,positive
886,149,emoMusic,Gagool,Kevin MacLeod,Classical,0.3,0.2443875,0.2625,0.2531,sad,negative
887,150,emoMusic,Bow to Your Neighbor (Excerpt),Steven Arntson,Classical,0.5,0.32275,0.55,0.289875,happy,positive
888,151,emoMusic,Pacifico,James Beaudreau,Classical,0.375,0.25685,0.4375,0.16925,sad,negative
889,152,emoMusic,The Tea Party,Dexter Britain,Classical,0.42500000000000004,0.2140875,0.575,0.1881875,relaxed,positive
890,153,emoMusic,Blizzard,Evgeny Grinko,Classical,0.3625,0.2531,0.4375,0.2224375,sad,negative
891,154,emoMusic,Ouverture,Lee Maddeford,Classical,0.4,0.2189,0.38749999999999996,0.24615,sad,negative
892,155,emoMusic,Cyprus,Jared C. Balogh,Classical,0.325,0.2582,0.55,0.12076125,relaxed,positive
893,156,emoMusic,Wheel of fortune (with Les Gauchers Orchestra),Lee Maddeford,Classical,0.675,0.1581125,0.7125,0.06038125,happy,positive
894,157,emoMusic,Opening Doors,Jamie Evans,Classical,0.375,0.220475,0.65,0.1419125,relaxed,positive
895,158,emoMusic,5 00 AM,Peter Rudenko,Classical,0.1375,0.09223250000000001,0.325,0.1881875,sad,negative
896,159,emoMusic,Awaken From A Nightmare,Silver Process,Classical,0.35,0.337475,0.2625,0.239,sad,negative
897,160,emoMusic, Suite for Violin 9 Hora vivace,Advent Chamber Orchestra-Bughici ,Classical,0.3125,0.27795,0.3125,0.2062375,sad,negative
898,161,emoMusic,O Fortuna,MIT Concert Choir,Classical,0.6625,0.1564625,0.3125,0.251725,angry,negative
899,162,emoMusic,Le bal de Rémy,Circus Marcus,Classical,0.3375,0.220875,0.44999999999999996,0.134375,sad,negative
900,163,emoMusic,Caught In A Realm,Jared C. Balogh,Classical,0.325,0.1687375,0.4375,0.1792125,sad,negative
901,164,emoMusic,Row Night,Silver Process-Skid,Classical,0.38749999999999996,0.22399999999999998,0.2375,0.259875,sad,negative
902,166,emoMusic,Stop It (Instrumental),Dexter Britain,Classical,0.2625,0.1904875,0.4,0.1419125,sad,negative
903,167,emoMusic, Les chaises Louis XVI,Circus Marcus-Aux puces nº1 ,Classical,0.21250000000000002,0.1772625,0.2875,0.2128625,sad,negative
904,168,emoMusic,Funeral March for Brass,Kevin MacLeod,Classical,0.2875,0.1772625,0.3,0.2058125,sad,negative
905,169,emoMusic,Black Coffee,Jody Pou,Classical,0.175,0.10540875000000001,0.22499999999999998,0.1419125,sad,negative
906,170,emoMusic, La Flor de Olmedo,Circus Marcus-Aux puces nº6 ,Classical,0.25,0.204125,0.5,0.1954375,relaxed,positive
907,171,emoMusic,That Kid in Fourth Grade Who Really Liked the Denver Broncos,Chris Zabriskie,Classical,0.1375,0.09223250000000001,0.325,0.2297375,sad,negative
908,172,emoMusic,The Temperature of the Air on the Bow of the Kaleetan,Chris Zabriskie,Classical,0.35,0.29345,0.5,0.29462499999999997,relaxed,positive
909,173,emoMusic,Ease,Andrew Bisset-Cultural Dis,Classical,0.44999999999999996,0.22205,0.15000000000000002,0.1536625,sad,negative
910,174,emoMusic,War And Peace,Jamie Evans,Classical,0.375,0.2124625,0.35,0.1844625,sad,negative
911,175,emoMusic,Don't You Want to Go to Heaven Uncle Sam  ,Steven Arntson,Classical,0.3375,0.1772625,0.4125,0.20455,sad,negative
912,176,emoMusic,Six,Marcel Pequel,Classical,0.175,0.2140875,0.3625,0.2079125,sad,negative
913,177,emoMusic,O Come O Come Emmanuel,IKOS David Clifton with the choirs of Peterborough Cathedral,Classical,0.475,0.1844625,0.575,0.2297375,relaxed,positive
914,178,emoMusic,Uno Is Walking,K-Conjog,Classical,0.22499999999999998,0.275125,0.3375,0.2767,sad,negative
915,179,emoMusic,The Time To Run,Dexter Britain,Classical,0.525,0.2687375,0.625,0.25685,happy,positive
916,180,emoMusic,Bridging and Mending,Jared C. Balogh,Classical,0.475,0.2486125,0.6125,0.1811375,relaxed,positive
917,181,emoMusic,A Muddy Heart,Steven Arntson,Classical,0.3375,0.2767,0.1875,0.12147875,sad,negative
918,182,emoMusic,Dedicated to Elizabeth Cotten (with Matt Bauder),Jessica Pavone,Classical,0.15000000000000002,0.1148675,0.3375,0.27035,sad,negative
919,184,emoMusic,imagined version),Fabrizio Paterlini-Forever blue (March Rosetta re,Classical,0.325,0.2443875,0.3,0.146725,sad,negative
920,185,emoMusic,Ghost Dance,Kevin MacLeod,Classical,0.48750000000000004,0.2531,0.44999999999999996,0.178725,sad,negative
921,186,emoMusic,Nights Tale,Dexter Britain,Classical,0.3375,0.220875,0.375,0.2124625,sad,negative
