song_id,mean_arousal,std_arousal,mean_valence,std_valence
962,7.4,0.96609,3.4,1.5776
964,7.6,0.96609,7,1.5635
967,2.8,2.201,4.4,2.2706
968,3.8,2.2509,3.2,1.8135
970,6.6,1.6465,6.6,1.6465
973,6.5,1.9003,4.6,2.2211
974,4.1,1.7288,4.2,1.8738
976,6.2,1.1353,5.9,1.2867
977,7.3,1.0593,3.5,1.7159
978,7.7,1.4944,6.1,2.1318
979,3.1,1.6633,5.5,1.9579
980,5.8,1.2293,4.3,1.8288
981,6.7,1.8886,6.6,1.5776
983,4.8,2.3476,6.3,1.3375
985,3.9,1.912,6.1,1.2867
986,5.8,1.0328,4.5,2.0683
987,6.3,1.7029,3.6,1.6465
988,5.4,1.2649,5.9,1.5951
989,6.3,2.1108,6.4,1.6465
990,6,1.6997,6.1,1.5951
991,3.1,1.3703,3.5,1.5811
993,4.4,1.2649,3.8,1.2293
994,6.6,1.8379,5.3,1.6364
995,4.7,1.3375,2.4,0.96609
996,6,1.6997,6.7,1.767
997,6.4,2.2211,6.7,1.767
999,4.1,2.4244,5.9,1.6633
1000,7.2222,1.0929,5.8889,2.0883
